Time(s),CH1(V),CH2(V),CH3(V)
2.6150E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6200E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.6250E-07,-8.547080E-02,8.636639E-02,-4.410320E-03
2.6300E-07,-8.547080E-02,8.636639E-02,0.000000E+00
2.6350E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6400E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6450E-07,-8.547080E-02,8.636639E-02,0.000000E+00
2.6500E-07,-8.547080E-02,8.636639E-02,-2.205160E-03
2.6550E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.6600E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.6650E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6700E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6750E-07,0.000000E+00,1.727328E-01,-2.205160E-03
2.6800E-07,0.000000E+00,1.727328E-01,-2.205160E-03
2.6850E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.6900E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.6950E-07,0.000000E+00,0.000000E+00,-4.410320E-03
2.7000E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.7050E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.7100E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.7150E-07,-8.547080E-02,1.727328E-01,-2.205160E-03
2.7200E-07,0.000000E+00,1.727328E-01,-2.205160E-03
2.7250E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.7300E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.7350E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.7400E-07,0.000000E+00,0.000000E+00,0.000000E+00
2.7450E-07,0.000000E+00,0.000000E+00,0.000000E+00
2.7500E-07,8.547080E-02,8.636639E-02,0.000000E+00
2.7550E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.7600E-07,0.000000E+00,8.636639E-02,2.205160E-03
2.7650E-07,8.547080E-02,8.636639E-02,2.205160E-03
2.7700E-07,8.547080E-02,8.636639E-02,0.000000E+00
2.7750E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.7800E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.7850E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.7900E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.7950E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.8000E-07,0.000000E+00,0.000000E+00,2.205160E-03
2.8050E-07,0.000000E+00,0.000000E+00,2.205160E-03
2.8100E-07,0.000000E+00,0.000000E+00,4.410320E-03
2.8150E-07,-8.547080E-02,8.636639E-02,0.000000E+00
2.8200E-07,-8.547080E-02,8.636639E-02,2.205160E-03
2.8250E-07,0.000000E+00,8.636639E-02,2.205160E-03
2.8300E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8350E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.8400E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.8450E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8500E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8550E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.8600E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8650E-07,0.000000E+00,1.727328E-01,-2.205160E-03
2.8700E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.8750E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8800E-07,-8.547080E-02,8.636639E-02,-4.410320E-03
2.8850E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.8900E-07,8.547080E-02,8.636639E-02,-2.205160E-03
2.8950E-07,0.000000E+00,0.000000E+00,-2.205160E-03
2.9000E-07,8.547080E-02,8.636639E-02,-2.205160E-03
2.9050E-07,1.709416E-01,8.636639E-02,2.205160E-03
2.9100E-07,8.547080E-02,8.636639E-02,-2.205160E-03
2.9150E-07,8.547080E-02,8.636639E-02,0.000000E+00
2.9200E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.9250E-07,-8.547080E-02,8.636639E-02,0.000000E+00
2.9300E-07,0.000000E+00,8.636639E-02,-2.205160E-03
2.9350E-07,0.000000E+00,1.727328E-01,-2.205160E-03
2.9400E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.9450E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.9500E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.9550E-07,0.000000E+00,1.727328E-01,0.000000E+00
2.9600E-07,8.547080E-02,8.636639E-02,0.000000E+00
2.9650E-07,8.547080E-02,1.727328E-01,2.205160E-03
2.9700E-07,0.000000E+00,8.636639E-02,0.000000E+00
2.9750E-07,0.000000E+00,8.636639E-02,2.205160E-03
2.9800E-07,0.000000E+00,1.727328E-01,4.410320E-03
2.9850E-07,0.000000E+00,1.727328E-01,2.205160E-03
2.9900E-07,0.000000E+00,8.636639E-02,4.410320E-03
2.9950E-07,0.000000E+00,8.636639E-02,2.205160E-03
3.0000E-07,8.547080E-02,8.636639E-02,4.410320E-03
3.0050E-07,8.547080E-02,8.636639E-02,0.000000E+00
3.0100E-07,8.547080E-02,8.636639E-02,0.000000E+00
3.0150E-07,0.000000E+00,0.000000E+00,0.000000E+00
3.0200E-07,0.000000E+00,8.636639E-02,0.000000E+00
3.0250E-07,-8.547080E-02,1.727328E-01,-2.205160E-03
3.0300E-07,-8.547080E-02,1.727328E-01,0.000000E+00
3.0350E-07,0.000000E+00,8.636639E-02,0.000000E+00
3.0400E-07,0.000000E+00,8.636639E-02,0.000000E+00
3.0450E-07,0.000000E+00,8.636639E-02,2.205160E-03
3.0500E-07,0.000000E+00,0.000000E+00,2.205160E-03
3.0550E-07,8.547080E-02,8.636639E-02,2.205160E-03
3.0600E-07,8.547080E-02,8.636639E-02,2.205160E-03
3.0650E-07,0.000000E+00,1.727328E-01,2.205160E-03
3.0700E-07,0.000000E+00,1.727328E-01,0.000000E+00
3.0750E-07,0.000000E+00,1.727328E-01,2.205160E-03
3.0800E-07,0.000000E+00,1.727328E-01,2.205160E-03
3.0850E-07,8.547080E-02,8.636639E-02,2.205160E-03
3.0900E-07,1.709416E-01,8.636639E-02,-2.205160E-03
3.0950E-07,1.709416E-01,8.636639E-02,0.000000E+00
3.1000E-07,4.273540E-01,1.727328E-01,-2.205160E-03
3.1050E-07,5.128248E-01,1.727328E-01,-2.205160E-03
3.1100E-07,5.982956E-01,1.727328E-01,-2.205160E-03
3.1150E-07,7.692372E-01,1.727328E-01,-2.205160E-03
3.1200E-07,9.401788E-01,8.636639E-02,-2.205160E-03
3.1250E-07,1.111120E+00,8.636639E-02,-2.205160E-03
3.1300E-07,1.196591E+00,8.636639E-02,-4.410320E-03
3.1350E-07,1.282062E+00,8.636639E-02,-4.410320E-03
3.1400E-07,1.453004E+00,8.636639E-02,-2.205160E-03
3.1450E-07,1.623945E+00,1.727328E-01,0.000000E+00
3.1500E-07,1.709416E+00,1.727328E-01,-2.205160E-03
3.1550E-07,1.709416E+00,1.727328E-01,-2.205160E-03
3.1600E-07,1.880358E+00,8.636639E-02,2.205160E-03
3.1650E-07,1.965828E+00,8.636639E-02,-2.205160E-03
3.1700E-07,1.965828E+00,1.727328E-01,-2.205160E-03
3.1750E-07,1.965828E+00,1.727328E-01,-2.205160E-03
3.1800E-07,1.965828E+00,8.636639E-02,0.000000E+00
3.1850E-07,2.136770E+00,0.000000E+00,-2.205160E-03
3.1900E-07,2.136770E+00,8.636639E-02,0.000000E+00
3.1950E-07,2.222241E+00,1.727328E-01,0.000000E+00
3.2000E-07,2.307712E+00,8.636639E-02,0.000000E+00
3.2050E-07,2.393183E+00,0.000000E+00,-2.205160E-03
3.2100E-07,2.393183E+00,8.636639E-02,0.000000E+00
3.2150E-07,2.393183E+00,1.727328E-01,0.000000E+00
3.2200E-07,2.393183E+00,2.590992E-01,2.205160E-03
3.2250E-07,2.393183E+00,8.636639E-02,0.000000E+00
3.2300E-07,2.393183E+00,0.000000E+00,0.000000E+00
3.2350E-07,2.478653E+00,8.636639E-02,-2.205160E-03
3.2400E-07,2.478653E+00,1.727328E-01,-2.205160E-03
3.2450E-07,2.393183E+00,8.636639E-02,0.000000E+00
3.2500E-07,2.393183E+00,1.727328E-01,0.000000E+00
3.2550E-07,2.393183E+00,1.727328E-01,2.205160E-03
3.2600E-07,2.393183E+00,8.636639E-02,-2.205160E-03
3.2650E-07,2.393183E+00,8.636639E-02,2.205160E-03
3.2700E-07,2.393183E+00,8.636639E-02,2.205160E-03
3.2750E-07,2.478653E+00,0.000000E+00,-2.205160E-03
3.2800E-07,2.478653E+00,0.000000E+00,2.205160E-03
3.2850E-07,2.478653E+00,8.636639E-02,4.410320E-03
3.2900E-07,2.478653E+00,1.727328E-01,0.000000E+00
3.2950E-07,2.564124E+00,8.636639E-02,2.205160E-03
3.3000E-07,2.735066E+00,1.727328E-01,2.205160E-03
3.3050E-07,2.735066E+00,8.636639E-02,0.000000E+00
3.3100E-07,2.735066E+00,8.636639E-02,0.000000E+00
3.3150E-07,2.735066E+00,1.727328E-01,4.410320E-03
3.3200E-07,2.735066E+00,1.727328E-01,4.410320E-03
3.3250E-07,2.649595E+00,1.727328E-01,0.000000E+00
3.3300E-07,2.649595E+00,8.636639E-02,2.205160E-03
3.3350E-07,2.649595E+00,8.636639E-02,-2.205160E-03
3.3400E-07,2.735066E+00,8.636639E-02,2.205160E-03
3.3450E-07,2.735066E+00,8.636639E-02,0.000000E+00
3.3500E-07,2.735066E+00,0.000000E+00,0.000000E+00
3.3550E-07,2.735066E+00,8.636639E-02,2.205160E-03
3.3600E-07,2.735066E+00,1.727328E-01,2.205160E-03
3.3650E-07,2.820537E+00,1.727328E-01,0.000000E+00
3.3700E-07,2.820537E+00,1.727328E-01,2.205160E-03
3.3750E-07,2.735066E+00,1.727328E-01,0.000000E+00
3.3800E-07,2.820537E+00,8.636639E-02,0.000000E+00
3.3850E-07,2.906007E+00,8.636639E-02,0.000000E+00
3.3900E-07,2.820537E+00,1.727328E-01,2.205160E-03
3.3950E-07,2.820537E+00,8.636639E-02,0.000000E+00
3.4000E-07,2.906007E+00,0.000000E+00,0.000000E+00
3.4050E-07,2.906007E+00,0.000000E+00,0.000000E+00
3.4100E-07,2.820537E+00,8.636639E-02,2.205160E-03
3.4150E-07,2.820537E+00,1.727328E-01,0.000000E+00
3.4200E-07,2.906007E+00,1.727328E-01,0.000000E+00
3.4250E-07,2.906007E+00,8.636639E-02,-2.205160E-03
3.4300E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.4350E-07,2.991478E+00,8.636639E-02,-4.410320E-03
3.4400E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.4450E-07,2.906007E+00,8.636639E-02,-2.205160E-03
3.4500E-07,2.906007E+00,8.636639E-02,0.000000E+00
3.4550E-07,2.906007E+00,8.636639E-02,0.000000E+00
3.4600E-07,2.906007E+00,1.727328E-01,-2.205160E-03
3.4650E-07,2.906007E+00,1.727328E-01,0.000000E+00
3.4700E-07,2.906007E+00,8.636639E-02,2.205160E-03
3.4750E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.4800E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.4850E-07,2.991478E+00,8.636639E-02,-2.205160E-03
3.4900E-07,2.991478E+00,0.000000E+00,0.000000E+00
3.4950E-07,2.906007E+00,0.000000E+00,2.205160E-03
3.5000E-07,2.906007E+00,0.000000E+00,0.000000E+00
3.5050E-07,2.906007E+00,8.636639E-02,2.205160E-03
3.5100E-07,2.991478E+00,8.636639E-02,2.205160E-03
3.5150E-07,2.991478E+00,8.636639E-02,2.205160E-03
3.5200E-07,2.906007E+00,8.636639E-02,2.205160E-03
3.5250E-07,2.906007E+00,8.636639E-02,0.000000E+00
3.5300E-07,2.991478E+00,8.636639E-02,2.205160E-03
3.5350E-07,3.076949E+00,8.636639E-02,2.205160E-03
3.5400E-07,3.076949E+00,8.636639E-02,2.205160E-03
3.5450E-07,2.991478E+00,8.636639E-02,2.205160E-03
3.5500E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.5550E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.5600E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.5650E-07,2.991478E+00,8.636639E-02,0.000000E+00
3.5700E-07,3.076949E+00,8.636639E-02,-2.205160E-03
3.5750E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.5800E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.5850E-07,2.991478E+00,8.636639E-02,-2.205160E-03
3.5900E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.5950E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.6000E-07,3.076949E+00,8.636639E-02,-4.410320E-03
3.6050E-07,3.076949E+00,0.000000E+00,0.000000E+00
3.6100E-07,3.076949E+00,0.000000E+00,0.000000E+00
3.6150E-07,3.162420E+00,8.636639E-02,0.000000E+00
3.6200E-07,3.162420E+00,8.636639E-02,0.000000E+00
3.6250E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.6300E-07,3.076949E+00,8.636639E-02,-2.205160E-03
3.6350E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.6400E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.6450E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.6500E-07,3.076949E+00,0.000000E+00,-2.205160E-03
3.6550E-07,2.991478E+00,0.000000E+00,-2.205160E-03
3.6600E-07,3.076949E+00,0.000000E+00,-2.205160E-03
3.6650E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.6700E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.6750E-07,3.076949E+00,8.636639E-02,-2.205160E-03
3.6800E-07,3.162420E+00,8.636639E-02,0.000000E+00
3.6850E-07,3.162420E+00,0.000000E+00,0.000000E+00
3.6900E-07,3.162420E+00,0.000000E+00,0.000000E+00
3.6950E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.7000E-07,3.076949E+00,8.636639E-02,2.205160E-03
3.7050E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.7100E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.7150E-07,3.162420E+00,8.636639E-02,2.205160E-03
3.7200E-07,3.162420E+00,1.727328E-01,0.000000E+00
3.7250E-07,2.991478E+00,1.727328E-01,2.205160E-03
3.7300E-07,2.991478E+00,8.636639E-02,-2.205160E-03
3.7350E-07,3.076949E+00,8.636639E-02,0.000000E+00
3.7400E-07,3.162420E+00,8.636639E-02,2.205160E-03
3.7450E-07,3.076949E+00,1.727328E-01,0.000000E+00
3.7500E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.7550E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.7600E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.7650E-07,3.076949E+00,1.727328E-01,-2.205160E-03
3.7700E-07,3.076949E+00,8.636639E-02,-2.205160E-03
3.7750E-07,3.162420E+00,8.636639E-02,2.205160E-03
3.7800E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.7850E-07,3.247890E+00,8.636639E-02,2.205160E-03
3.7900E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.7950E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.8000E-07,3.247890E+00,8.636639E-02,-4.410320E-03
3.8050E-07,3.333361E+00,1.727328E-01,-2.205160E-03
3.8100E-07,3.333361E+00,1.727328E-01,-2.205160E-03
3.8150E-07,3.247890E+00,8.636639E-02,-4.410320E-03
3.8200E-07,3.162420E+00,8.636639E-02,-4.410320E-03
3.8250E-07,3.162420E+00,1.727328E-01,-2.205160E-03
3.8300E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.8350E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.8400E-07,3.247890E+00,8.636639E-02,-6.615480E-03
3.8450E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.8500E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.8550E-07,3.247890E+00,1.727328E-01,-2.205160E-03
3.8600E-07,3.247890E+00,1.727328E-01,-2.205160E-03
3.8650E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.8700E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.8750E-07,3.333361E+00,8.636639E-02,-4.410320E-03
3.8800E-07,3.333361E+00,1.727328E-01,0.000000E+00
3.8850E-07,3.247890E+00,1.727328E-01,-4.410320E-03
3.8900E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.8950E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.9000E-07,3.162420E+00,8.636639E-02,-4.410320E-03
3.9050E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.9100E-07,3.333361E+00,8.636639E-02,-2.205160E-03
3.9150E-07,3.333361E+00,1.727328E-01,0.000000E+00
3.9200E-07,3.333361E+00,8.636639E-02,-2.205160E-03
3.9250E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.9300E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.9350E-07,3.333361E+00,8.636639E-02,-2.205160E-03
3.9400E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.9450E-07,3.247890E+00,1.727328E-01,-4.410320E-03
3.9500E-07,3.333361E+00,1.727328E-01,-2.205160E-03
3.9550E-07,3.247890E+00,1.727328E-01,-2.205160E-03
3.9600E-07,3.247890E+00,1.727328E-01,-4.410320E-03
3.9650E-07,3.247890E+00,8.636639E-02,-2.205160E-03
3.9700E-07,3.162420E+00,8.636639E-02,-2.205160E-03
3.9750E-07,3.247890E+00,8.636639E-02,0.000000E+00
3.9800E-07,3.333361E+00,8.636639E-02,0.000000E+00
3.9850E-07,3.333361E+00,8.636639E-02,0.000000E+00
3.9900E-07,3.333361E+00,1.727328E-01,-2.205160E-03
3.9950E-07,3.247890E+00,1.727328E-01,2.205160E-03
4.0000E-07,3.333361E+00,1.727328E-01,0.000000E+00
4.0050E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0100E-07,3.418832E+00,0.000000E+00,2.205160E-03
4.0150E-07,3.418832E+00,8.636639E-02,0.000000E+00
4.0200E-07,3.333361E+00,1.727328E-01,-2.205160E-03
4.0250E-07,3.418832E+00,1.727328E-01,-2.205160E-03
4.0300E-07,3.418832E+00,8.636639E-02,0.000000E+00
4.0350E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0400E-07,3.247890E+00,1.727328E-01,-2.205160E-03
4.0450E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0500E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0550E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0600E-07,3.333361E+00,8.636639E-02,-2.205160E-03
4.0650E-07,3.247890E+00,1.727328E-01,0.000000E+00
4.0700E-07,3.333361E+00,8.636639E-02,0.000000E+00
4.0750E-07,3.333361E+00,8.636639E-02,0.000000E+00
4.0800E-07,3.333361E+00,0.000000E+00,0.000000E+00
4.0850E-07,3.247890E+00,8.636639E-02,0.000000E+00
4.0900E-07,3.076949E+00,0.000000E+00,2.205160E-03
4.0950E-07,2.991478E+00,0.000000E+00,0.000000E+00
4.1000E-07,2.820537E+00,8.636639E-02,2.205160E-03
4.1050E-07,2.735066E+00,8.636639E-02,-2.205160E-03
4.1100E-07,2.564124E+00,8.636639E-02,0.000000E+00
4.1150E-07,2.478653E+00,0.000000E+00,-2.205160E-03
4.1200E-07,2.307712E+00,0.000000E+00,-2.205160E-03
4.1250E-07,2.222241E+00,8.636639E-02,0.000000E+00
4.1300E-07,2.051299E+00,1.727328E-01,0.000000E+00
4.1350E-07,2.051299E+00,8.636639E-02,0.000000E+00
4.1400E-07,1.965828E+00,0.000000E+00,2.205160E-03
4.1450E-07,1.794887E+00,0.000000E+00,0.000000E+00
4.1500E-07,1.709416E+00,8.636639E-02,0.000000E+00
4.1550E-07,1.623945E+00,0.000000E+00,0.000000E+00
4.1600E-07,1.538474E+00,0.000000E+00,2.205160E-03
4.1650E-07,1.453004E+00,8.636639E-02,2.205160E-03
4.1700E-07,1.453004E+00,8.636639E-02,0.000000E+00
4.1750E-07,1.367533E+00,8.636639E-02,-2.205160E-03
4.1800E-07,1.282062E+00,0.000000E+00,4.410320E-03
4.1850E-07,1.111120E+00,8.636639E-02,2.205160E-03
4.1900E-07,1.111120E+00,8.636639E-02,0.000000E+00
4.1950E-07,1.111120E+00,8.636639E-02,-4.410320E-03
4.2000E-07,1.025650E+00,1.727328E-01,2.205160E-03
4.2050E-07,1.025650E+00,1.727328E-01,0.000000E+00
4.2100E-07,9.401788E-01,8.636639E-02,-2.205160E-03
4.2150E-07,9.401788E-01,0.000000E+00,0.000000E+00
4.2200E-07,1.025650E+00,0.000000E+00,0.000000E+00
4.2250E-07,1.025650E+00,8.636639E-02,2.205160E-03
4.2300E-07,9.401788E-01,8.636639E-02,0.000000E+00
4.2350E-07,9.401788E-01,0.000000E+00,-2.205160E-03
4.2400E-07,9.401788E-01,0.000000E+00,0.000000E+00
4.2450E-07,9.401788E-01,0.000000E+00,2.205160E-03
4.2500E-07,1.025650E+00,0.000000E+00,0.000000E+00
4.2550E-07,9.401788E-01,8.636639E-02,2.205160E-03
4.2600E-07,8.547080E-01,8.636639E-02,2.205160E-03
4.2650E-07,8.547080E-01,8.636639E-02,4.410320E-03
4.2700E-07,8.547080E-01,1.727328E-01,4.410320E-03
4.2750E-07,8.547080E-01,8.636639E-02,0.000000E+00
4.2800E-07,9.401788E-01,8.636639E-02,2.205160E-03
4.2850E-07,8.547080E-01,0.000000E+00,2.205160E-03
4.2900E-07,7.692372E-01,8.636639E-02,2.205160E-03
4.2950E-07,7.692372E-01,8.636639E-02,0.000000E+00
4.3000E-07,7.692372E-01,8.636639E-02,0.000000E+00
4.3050E-07,7.692372E-01,8.636639E-02,2.205160E-03
4.3100E-07,7.692372E-01,0.000000E+00,-2.205160E-03
4.3150E-07,7.692372E-01,8.636639E-02,0.000000E+00
4.3200E-07,6.837664E-01,8.636639E-02,0.000000E+00
4.3250E-07,6.837664E-01,8.636639E-02,-2.205160E-03
4.3300E-07,6.837664E-01,0.000000E+00,-2.205160E-03
4.3350E-07,6.837664E-01,8.636639E-02,-2.205160E-03
4.3400E-07,6.837664E-01,8.636639E-02,-6.615480E-03
4.3450E-07,6.837664E-01,0.000000E+00,-2.205160E-03
4.3500E-07,6.837664E-01,0.000000E+00,-6.615480E-03
4.3550E-07,6.837664E-01,8.636639E-02,0.000000E+00
4.3600E-07,6.837664E-01,1.727328E-01,-6.615480E-03
4.3650E-07,5.982956E-01,8.636639E-02,-4.410320E-03
4.3700E-07,5.982956E-01,8.636639E-02,-4.410320E-03
4.3750E-07,6.837664E-01,1.727328E-01,-2.205160E-03
4.3800E-07,5.982956E-01,8.636639E-02,-4.410320E-03
4.3850E-07,5.982956E-01,1.727328E-01,-2.205160E-03
4.3900E-07,5.128248E-01,1.727328E-01,-2.205160E-03
4.3950E-07,5.982956E-01,1.727328E-01,-2.205160E-03
4.4000E-07,5.982956E-01,1.727328E-01,-2.205160E-03
4.4050E-07,5.128248E-01,8.636639E-02,2.205160E-03
4.4100E-07,5.128248E-01,8.636639E-02,-2.205160E-03
4.4150E-07,5.128248E-01,8.636639E-02,-4.410320E-03
4.4200E-07,5.128248E-01,0.000000E+00,-2.205160E-03
4.4250E-07,4.273540E-01,8.636639E-02,-2.205160E-03
4.4300E-07,5.128248E-01,1.727328E-01,-2.205160E-03
4.4350E-07,5.128248E-01,8.636639E-02,-2.205160E-03
4.4400E-07,5.128248E-01,8.636639E-02,-2.205160E-03
4.4450E-07,5.128248E-01,8.636639E-02,0.000000E+00
4.4500E-07,5.982956E-01,0.000000E+00,0.000000E+00
4.4550E-07,5.982956E-01,8.636639E-02,0.000000E+00
4.4600E-07,4.273540E-01,1.727328E-01,2.205160E-03
4.4650E-07,4.273540E-01,8.636639E-02,2.205160E-03
4.4700E-07,4.273540E-01,0.000000E+00,0.000000E+00
4.4750E-07,4.273540E-01,8.636639E-02,-2.205160E-03
4.4800E-07,3.418832E-01,8.636639E-02,0.000000E+00
4.4850E-07,4.273540E-01,0.000000E+00,-2.205160E-03
4.4900E-07,4.273540E-01,0.000000E+00,0.000000E+00
4.4950E-07,4.273540E-01,8.636639E-02,0.000000E+00
4.5000E-07,4.273540E-01,8.636639E-02,-2.205160E-03
4.5050E-07,4.273540E-01,8.636639E-02,0.000000E+00
